,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,country
41072,2,2,3,4,3,3,4,2,2,2,2,1,2,3,1,1,1,2,3,2,4,2,59,2,95,AU
41074,3,4,2,2,2,3,1,2,3,2,1,2,2,3,3,2,2,2,2,4,2,2,45,2,99,US
41075,5,5,0,2,5,4,5,5,5,5,1,1,5,4,4,5,3,4,2,4,1,1,16,2,80,SG
41076,2,4,2,2,3,3,3,4,3,2,2,2,4,5,4,4,2,2,1,3,2,2,22,1,60,GB
41077,4,3,4,2,2,3,4,2,4,2,2,2,2,4,4,3,4,2,2,2,2,3,23,2,80,IN
41078,3,2,4,3,3,4,2,2,3,4,2,3,1,3,5,5,3,2,4,1,4,2,34,2,100,US
41079,3,1,2,3,3,4,3,4,4,3,4,3,5,3,3,1,2,1,4,4,5,2,17,1,95,US
41083,4,4,4,2,2,5,4,4,4,2,3,1,4,5,1,2,2,4,4,3,2,3,36,1,90,US
41084,5,1,2,5,4,5,5,2,5,4,4,3,5,5,5,3,5,4,4,3,5,4,20,1,75,DE
41085,2,3,4,5,1,4,4,1,2,1,1,4,1,4,3,1,4,1,1,1,3,1,18,2,99,GB
41088,2,1,4,4,5,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,18,1,99,US
41089,5,3,5,4,2,5,4,3,5,2,1,4,2,5,1,2,2,4,2,4,4,2,24,2,85,GB
41090,4,4,2,2,2,4,4,2,2,2,1,1,2,4,1,4,1,2,2,1,2,1,44,1,92,US
41091,5,1,1,1,4,5,1,4,2,2,4,2,5,5,4,4,3,2,4,4,4,2,31,1,90,GB
41092,1,2,2,2,2,2,2,2,2,1,4,1,4,5,3,2,2,2,4,4,3,2,25,1,90,GB
41095,5,4,5,5,4,4,5,4,5,5,2,3,5,5,4,4,5,5,3,3,5,4,43,1,60,US
41096,4,4,4,2,2,4,4,2,4,1,1,1,2,2,4,4,1,3,2,2,2,1,0,2,98,NL
41097,4,5,4,3,2,4,5,3,4,2,1,2,4,4,4,3,2,2,2,4,4,2,20,2,86,GB
41098,5,1,2,4,2,3,4,4,3,2,2,3,4,4,5,5,4,4,4,5,5,5,22,1,90,US
41099,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,18,2,80,GB
41100,4,3,4,3,2,5,4,3,5,3,2,4,2,3,4,4,4,4,3,5,5,4,33,1,85,US
41103,5,5,2,5,3,4,3,4,4,5,4,4,4,4,4,5,5,5,5,5,4,5,69,2,90,US
41104,3,4,3,2,2,4,4,1,2,2,2,2,2,1,3,2,2,2,2,1,2,2,17,1,33,US
41105,2,1,5,3,5,5,5,3,3,5,3,1,5,5,5,4,4,1,2,2,2,2,43,2,95,US
41106,2,1,4,2,3,2,2,2,4,2,4,2,2,3,4,4,4,2,4,4,4,1,14,2,88,CA
41107,4,5,5,5,3,5,2,5,5,5,1,3,4,5,3,3,4,5,5,5,5,2,32,1,90,US
41108,3,2,5,5,5,5,2,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,21,1,90,US
41109,4,2,2,3,4,4,2,3,4,4,4,3,4,5,4,4,5,3,4,4,4,3,17,2,98,US
41111,5,2,4,5,4,5,4,4,5,5,5,4,5,4,5,5,4,4,5,5,5,5,18,1,80,GB
41112,4,5,5,4,1,5,5,5,4,1,1,1,1,3,5,4,1,1,1,3,4,1,0,0,99,IE
41113,4,2,2,2,1,4,1,3,4,2,1,1,1,4,4,4,3,3,3,3,2,2,29,1,70,FR
41114,4,4,5,2,5,5,4,5,5,2,3,4,4,5,2,2,1,4,4,5,2,5,21,1,90,GB
41115,3,3,4,1,3,3,2,2,3,1,1,1,1,3,4,1,1,2,1,4,4,1,23,1,90,US
41116,5,3,5,1,2,1,4,2,4,1,1,1,1,2,2,2,1,1,1,1,1,1,16,1,95,US
41117,4,3,3,2,4,3,2,2,2,2,1,1,1,2,3,2,2,2,1,2,2,1,32,1,98,US
41118,4,5,4,1,2,4,4,4,2,2,2,2,1,4,4,4,1,1,2,4,1,1,23,2,90,GB
41119,4,5,4,2,3,4,4,2,4,2,1,1,2,2,4,4,4,2,2,3,3,2,19,2,90,US
41120,4,2,3,1,2,2,2,2,4,1,1,1,2,4,4,4,1,2,1,1,2,1,50,1,100,US
41121,3,2,5,2,4,4,4,5,5,4,4,5,4,5,4,4,2,4,5,5,3,4,17,2,88,BR
41123,4,2,5,1,2,4,4,2,4,2,2,1,1,4,4,3,1,3,1,3,4,1,34,1,85,US
41124,4,5,4,4,4,4,4,4,4,2,2,1,4,2,3,2,2,2,2,2,2,2,28,2,75,US
41125,2,1,1,2,1,3,2,1,2,1,4,1,3,2,4,4,2,1,3,2,4,1,31,1,95,US
41126,4,5,4,3,2,4,2,4,4,1,4,2,3,3,4,4,4,4,3,3,2,1,17,1,50,US
41127,5,4,5,5,5,5,1,4,5,5,4,4,5,5,5,4,4,4,5,5,5,5,24,1,100,US
41128,4,4,4,4,3,4,4,4,4,3,1,1,2,2,2,1,2,3,1,1,3,1,21,1,100,CA
41129,2,3,2,2,2,2,3,2,2,1,2,2,1,3,3,3,3,2,2,3,3,2,55,1,95,US
41130,4,4,5,4,4,4,4,4,3,3,2,1,1,5,4,2,2,4,4,4,4,2,21,2,70,US
41131,4,5,4,5,4,4,4,4,5,2,2,2,5,5,5,5,4,4,4,5,5,4,18,2,65,CA
41132,2,2,5,4,2,4,1,2,5,4,2,4,5,5,3,2,2,2,4,5,2,4,17,2,75,US
41133,4,4,3,2,3,4,3,4,4,2,2,2,3,3,4,4,3,2,3,4,2,1,49,2,91,US
41134,5,2,2,2,2,5,4,3,5,1,5,5,4,5,5,3,5,4,4,5,4,4,21,1,90,SE
41135,2,1,3,4,4,4,2,3,5,3,3,1,3,4,5,3,1,1,1,1,1,1,15,2,98,US
41136,4,0,5,2,4,4,4,3,4,2,3,3,5,4,3,5,4,3,3,4,4,3,32,1,100,US
41137,2,1,1,1,1,2,4,1,5,1,5,4,3,4,4,5,2,2,5,3,5,3,18,2,9,US
41138,4,4,4,2,2,3,4,2,4,3,2,2,2,3,4,4,2,4,4,4,4,2,27,2,80,NZ
41139,4,4,3,2,2,2,4,4,2,2,1,1,2,4,2,3,2,2,4,4,4,1,34,2,85,US
41140,4,4,2,2,3,4,3,2,4,1,1,1,1,4,4,3,2,1,1,1,2,1,33,1,80,AU
41141,4,2,2,1,3,2,2,4,4,2,1,1,2,4,4,4,2,3,2,2,2,2,33,1,95,PH
41142,3,5,5,2,4,4,4,4,5,4,4,4,4,5,4,4,4,2,4,4,4,4,18,1,87,US
41143,1,4,5,1,1,2,2,1,4,1,1,1,1,2,1,3,1,2,1,4,1,2,15,2,99,AU
41144,4,4,4,4,2,4,3,3,4,3,1,2,2,5,4,3,3,2,2,4,3,2,47,2,92,NZ
41145,4,2,4,2,4,4,4,2,4,4,5,2,4,4,5,4,4,2,4,4,3,3,42,1,90,US
41146,5,4,5,1,1,1,4,5,5,1,1,1,1,5,4,4,1,1,1,4,1,1,20,1,87,US
41147,4,5,4,3,1,4,5,4,4,1,1,2,2,3,5,5,4,3,2,4,3,2,18,1,55,US
41148,2,1,2,2,2,5,2,2,3,1,1,1,3,3,2,2,2,2,4,4,1,3,18,1,95,US
41149,5,1,1,5,3,5,4,5,3,5,5,5,5,4,5,4,3,4,5,5,4,5,18,2,98,US
41150,4,4,4,4,2,5,5,4,4,1,5,1,2,5,4,5,2,4,2,4,4,4,17,2,75,US
41151,5,1,4,4,5,5,5,5,3,5,5,5,3,3,5,5,3,3,5,5,3,3,21,1,100,AU
41152,5,5,5,4,2,5,5,4,4,1,3,4,4,5,5,4,4,4,4,5,3,5,16,2,85,CA
41153,5,3,4,4,5,5,4,5,5,2,3,4,4,4,4,4,5,2,4,4,3,4,20,1,90,US
41154,5,5,5,5,3,5,5,5,5,3,3,5,4,4,5,5,5,5,5,5,5,5,20,1,93,US
41155,4,4,5,4,4,5,2,1,5,1,2,2,5,5,5,5,4,4,1,4,4,1,19,1,90,US
41156,3,1,5,5,5,4,1,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,19,1,75,US
41157,5,2,4,4,4,4,4,2,5,2,1,2,4,4,4,4,4,4,4,4,2,2,22,2,100,DE
41159,4,4,2,2,1,4,2,4,2,1,1,1,1,2,5,5,4,1,4,2,5,2,29,2,60,AU
41160,4,5,2,1,2,4,1,4,4,1,2,1,1,3,4,4,4,4,1,0,1,1,23,2,90,AU
41161,4,3,4,3,4,4,4,4,4,4,4,2,2,5,3,3,4,3,3,5,3,3,21,2,80,US
41162,3,2,5,4,4,2,2,0,2,5,3,2,5,5,3,4,1,4,5,4,4,2,40,1,60,AU
41163,4,4,4,2,3,4,4,3,3,2,2,4,3,4,4,4,2,3,4,4,4,2,28,1,85,US
41164,2,1,1,2,4,4,4,1,4,4,4,3,2,2,4,1,4,2,4,4,4,4,18,1,80,IN
41165,4,3,3,4,4,5,3,2,3,5,2,2,2,2,5,4,4,2,2,2,2,2,21,1,85,NZ
41166,5,5,3,1,1,4,5,3,3,3,1,3,1,2,4,3,1,3,1,1,1,2,28,1,80,GB
41167,5,4,5,2,3,4,4,4,5,4,1,1,2,2,4,1,1,1,1,1,1,1,25,2,80,US
41168,4,5,5,2,4,4,5,3,5,4,2,3,2,3,5,5,3,4,2,5,3,3,14,2,85,AU
41169,5,4,4,4,5,5,5,5,4,4,4,5,1,5,5,5,5,5,5,5,5,5,52,1,100,GB
41170,4,5,2,5,5,4,4,3,4,4,4,4,2,4,4,4,2,4,4,4,4,3,61,1,99,AU
41171,2,4,3,2,3,3,4,3,3,2,2,1,2,4,4,3,4,2,3,2,3,2,59,1,90,AU
41172,5,3,5,5,4,4,4,5,4,4,4,2,4,5,4,3,1,3,4,5,4,3,29,3,80,NZ
41173,4,4,4,2,4,3,4,2,4,2,2,2,2,2,4,4,4,2,2,4,4,2,24,2,90,AU
41174,5,1,2,4,5,4,2,3,4,5,5,1,5,4,3,3,4,2,4,3,5,4,26,1,60,US
41175,4,3,5,4,4,4,4,4,5,3,4,5,4,4,2,1,2,4,5,4,4,4,16,1,80,US
41176,2,3,4,3,5,4,3,2,5,3,3,3,3,2,1,2,1,2,3,4,4,3,21,2,85,FR
41177,2,1,5,4,2,5,4,4,5,1,4,4,4,3,2,1,2,3,2,5,2,4,15,1,75,US
41178,4,4,1,5,4,5,5,5,2,4,4,5,5,5,4,4,2,5,5,4,4,3,47,2,90,AU
41180,5,4,4,4,5,5,2,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,22,2,98,US
41181,4,4,4,4,4,4,4,2,5,4,4,3,3,5,4,4,4,2,4,5,4,3,31,1,70,US
41182,4,0,5,4,2,5,2,4,5,2,4,4,4,4,4,4,4,4,5,4,5,4,0,1,90,DE
41183,4,1,5,3,4,0,4,5,4,4,5,2,5,5,4,3,1,2,2,4,4,4,31,1,85,US
41184,4,2,5,2,3,4,5,3,5,3,4,3,4,5,4,4,4,3,5,4,4,4,52,1,75,US
41186,4,2,2,2,4,4,2,3,4,1,2,2,4,4,2,4,2,2,4,4,5,2,30,2,90,GB
41187,3,2,4,2,4,3,2,1,4,2,1,1,2,3,2,2,3,2,1,2,4,1,32,1,75,GB
41188,4,1,2,1,1,4,4,2,2,1,1,1,4,1,4,4,1,1,1,1,4,1,42,2,90,US
41189,4,4,4,4,4,4,4,4,4,3,2,2,2,5,4,3,4,4,3,3,4,2,35,2,80,PH
41190,2,3,4,4,2,4,2,2,4,2,1,1,1,4,2,3,4,1,2,2,3,2,30,2,70,GB
41191,3,2,3,2,3,2,2,4,2,2,3,2,2,4,2,2,2,2,2,4,4,2,22,1,90,AU
41192,2,2,2,2,2,4,2,2,2,1,2,1,2,2,4,4,1,2,2,4,5,1,42,1,99,US
41194,4,4,4,2,2,2,4,4,4,2,1,4,2,3,3,4,4,2,1,1,3,1,31,1,75,GB
41195,5,2,4,3,4,5,2,5,5,4,4,4,3,3,4,4,3,4,4,3,4,4,28,1,70,GB
41196,1,4,2,1,1,1,5,3,2,1,1,1,1,1,3,4,1,1,1,1,1,1,29,2,100,DE
41197,5,2,2,5,4,5,5,4,5,4,4,3,4,5,5,5,2,5,5,4,5,5,26,2,75,GB
41199,5,5,5,4,5,4,4,4,5,4,2,2,2,5,5,4,4,4,4,4,4,4,20,1,75,US
41200,4,2,4,4,4,5,4,2,2,2,2,2,2,4,5,5,2,4,4,4,4,2,31,2,99,US
41201,5,4,3,2,4,5,4,2,4,2,3,3,1,0,4,2,2,2,4,5,4,4,16,1,90,US
41202,3,1,4,2,4,4,4,3,2,4,4,4,5,4,3,4,2,2,4,4,4,2,40,1,75,US
41205,2,4,2,2,2,4,3,2,4,2,2,1,2,2,4,4,4,4,2,4,4,2,33,1,87,US
41206,2,1,1,3,4,5,2,4,1,4,3,2,3,4,2,1,2,3,2,5,4,2,28,1,75,CA
41207,4,4,3,4,2,3,2,4,4,1,2,2,4,2,3,4,2,1,2,4,2,3,19,2,90,US
41208,4,4,4,3,4,4,4,4,4,2,3,2,2,4,4,3,5,4,2,3,3,3,16,1,90,US
41209,4,4,4,1,2,5,4,2,5,1,1,1,1,4,4,3,3,2,1,1,1,1,29,1,100,CA
41210,2,4,4,2,2,3,4,1,2,3,2,2,1,3,2,1,1,1,2,2,2,1,17,2,80,US
41212,4,2,3,2,3,4,2,2,4,3,1,2,1,4,4,2,2,2,1,2,2,1,32,2,100,US
41213,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,4,5,5,4,59,1,95,US
41214,5,1,2,4,4,5,2,4,4,2,5,4,4,3,4,4,4,4,5,5,5,5,20,1,80,FI
41215,2,4,4,2,4,3,4,5,3,1,1,1,1,2,2,3,3,1,1,1,2,1,47,2,95,GB
41216,5,4,5,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,4,5,5,4,47,1,95,GB
41217,1,3,2,1,1,4,2,5,5,1,1,1,3,3,3,3,2,1,3,1,1,1,32,2,100,US
41218,4,4,2,4,4,4,5,5,4,2,3,4,3,5,4,4,4,2,4,3,4,3,66,1,90,GB
41219,4,5,2,4,2,4,5,5,2,1,3,2,2,5,4,2,2,2,1,2,1,1,22,1,75,US
41220,4,1,4,2,3,3,1,2,5,2,1,1,2,2,4,4,2,2,3,3,3,1,14,1,80,AU
41221,4,2,3,4,4,5,3,4,3,4,2,3,4,5,4,3,3,2,3,2,3,2,0,2,75,US
41222,4,1,2,3,5,5,2,2,4,2,3,4,4,4,3,3,3,2,2,5,4,2,20,2,70,CA
41223,5,2,4,3,3,5,3,4,3,3,5,4,5,5,3,3,3,3,4,4,4,4,18,1,98,GB
41224,5,4,4,1,2,5,4,2,4,1,2,1,4,4,4,4,1,2,5,4,1,1,20,2,95,US
41225,5,5,5,5,3,4,4,4,5,4,3,4,4,5,5,4,4,3,4,5,5,4,17,2,90,US
41227,4,4,4,4,3,4,4,4,4,3,1,3,1,3,2,4,1,2,1,1,2,1,27,2,95,NL
41228,4,4,5,3,5,5,4,4,5,5,5,4,4,3,5,2,2,3,4,4,3,3,18,2,90,CA
41229,4,4,3,1,2,1,0,1,1,1,1,1,1,4,4,3,2,2,2,4,3,1,58,1,50,US
41230,4,3,4,4,3,5,4,4,4,3,4,5,3,5,4,2,2,3,3,5,1,2,25,1,100,US
41231,5,5,5,3,3,4,4,4,5,1,4,2,4,5,3,2,1,4,3,3,3,3,34,2,90,US
41232,5,3,4,2,3,5,2,4,4,2,2,1,4,4,4,4,2,2,3,3,2,2,25,1,72,US
41233,5,5,4,2,2,5,5,4,4,1,4,1,4,5,5,4,4,2,2,4,4,2,24,1,80,US
41234,4,4,4,2,2,4,5,2,4,1,1,2,2,4,4,4,2,2,2,4,4,2,17,2,95,CA
41235,5,4,5,5,3,5,2,5,4,1,4,4,4,5,5,5,5,2,4,5,5,5,21,1,85,US
41236,5,5,5,3,5,5,5,5,5,3,2,4,4,5,5,5,2,1,4,5,4,2,33,1,100,AU
41237,5,5,1,3,2,5,5,2,5,1,4,2,3,2,4,2,4,2,4,4,5,2,27,2,90,US
41238,4,1,2,4,4,5,2,5,2,4,4,4,4,4,5,5,5,2,5,4,4,3,18,1,80,US
41239,5,5,4,3,2,3,5,2,5,2,1,2,2,3,5,5,5,4,2,5,5,4,15,2,87,CA
41240,5,3,2,5,4,5,4,5,2,1,3,3,2,3,5,4,5,4,5,5,2,4,20,1,80,CA
41241,5,1,2,1,5,5,0,5,5,4,1,5,2,2,1,0,1,2,3,1,1,2,23,1,90,US
41242,4,1,3,2,3,5,4,4,4,1,2,3,1,4,5,5,5,4,2,4,2,2,17,2,95,US
41243,2,2,2,2,5,4,4,4,3,2,5,5,4,5,4,4,4,2,4,4,3,4,30,2,65,US
41244,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,14,1,75,US
41245,3,2,2,2,2,4,2,3,4,2,1,1,5,4,2,2,2,2,1,2,2,1,16,1,100,US
41246,4,5,2,2,2,5,4,1,4,1,4,1,3,4,5,4,4,2,1,4,4,1,18,1,92,US
41247,4,2,4,2,4,2,2,4,2,2,2,3,2,2,2,2,2,2,3,4,4,2,27,2,80,US
41248,5,1,4,4,4,5,1,4,5,4,5,5,5,5,5,4,5,4,4,5,4,4,23,1,95,US
41249,4,2,2,3,4,5,3,2,4,2,3,2,2,1,4,4,3,2,2,4,2,1,25,2,90,US
41250,2,4,2,2,2,4,3,2,3,2,2,3,2,2,2,2,1,2,4,4,3,3,14,1,90,CA
41251,2,1,2,2,3,5,0,3,2,3,4,3,4,2,2,2,2,2,2,2,2,2,19,2,75,US
41252,4,4,5,3,5,4,2,4,4,2,4,2,3,4,3,4,2,2,4,2,3,2,34,2,75,US
41253,4,2,2,5,4,5,2,5,4,5,4,4,4,4,5,4,4,2,4,1,4,4,40,2,80,AU
41254,2,2,3,1,3,2,4,2,2,1,1,1,1,4,3,2,2,2,3,2,4,2,45,2,98,AU
41255,4,1,1,5,4,4,1,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,23,1,100,US
41256,4,2,3,2,2,2,3,2,3,2,2,1,3,2,5,4,3,4,3,4,2,2,23,2,90,AU
41257,5,5,4,2,2,4,5,3,4,1,1,1,1,4,5,3,4,2,4,4,4,2,29,2,90,AU
41258,5,5,5,3,1,2,5,2,4,1,2,2,4,4,5,4,3,4,4,5,4,1,26,2,198,AU
41259,3,4,2,2,2,2,4,3,2,2,1,1,1,4,3,3,3,2,2,2,3,1,52,2,90,AU
41260,4,3,4,2,2,3,4,2,4,2,1,2,1,2,4,2,1,1,1,3,4,1,29,2,90,AU
41261,4,4,4,2,3,2,4,4,4,2,1,1,2,4,4,3,2,2,1,2,2,1,59,2,90,AU
41262,3,3,3,3,2,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,23,2,77,AU
41263,5,3,4,3,4,3,5,4,4,2,4,4,5,4,4,3,3,4,4,4,5,3,47,1,100,NZ
41264,5,1,5,5,5,5,1,5,1,1,5,1,5,5,1,1,5,5,5,5,5,5,30,1,100,US
41265,3,5,5,5,3,5,4,4,5,4,3,3,3,3,5,4,4,4,5,4,2,3,13,2,93,US
41266,2,2,4,1,4,2,4,1,1,1,2,1,3,5,4,4,3,1,2,1,1,1,44,1,85,US
41268,5,4,4,5,2,4,4,4,5,2,1,1,1,4,5,5,3,3,2,1,4,1,69,2,80,GB
41269,4,4,4,2,2,3,4,1,4,1,1,1,1,3,3,3,1,2,2,4,4,2,23,2,90,CA
41270,4,4,4,2,3,3,3,2,5,2,3,4,3,1,2,1,4,1,1,4,2,1,20,1,75,AU
41271,5,4,4,4,2,4,5,5,4,4,2,4,4,5,5,5,4,4,4,4,5,4,31,1,80,GB
41272,4,3,3,4,4,4,3,4,2,2,3,3,3,4,3,3,4,2,5,4,4,5,20,1,95,IN
41273,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,1,100,GB
41274,4,1,2,4,3,5,1,5,4,2,4,2,4,4,2,1,2,1,5,4,4,4,18,1,80,GB
41275,3,4,2,1,1,3,4,1,5,2,1,1,2,3,4,2,2,2,3,4,2,1,34,2,80,US
41276,4,4,4,3,5,4,5,4,5,5,3,2,4,3,4,5,4,3,4,4,4,3,38,2,90,US
41277,2,4,5,4,3,3,4,3,4,2,1,1,1,4,4,4,4,2,1,2,1,2,16,2,45,US
41278,0,3,2,4,4,4,4,4,4,4,3,3,5,4,5,5,5,3,5,3,4,4,31,1,92,AU
41279,2,3,3,1,2,2,3,2,4,2,1,2,2,4,4,2,1,2,2,2,2,2,50,1,95,US
41281,4,4,4,2,2,4,4,2,3,1,2,2,2,2,4,3,2,2,4,4,2,2,20,1,80,NZ
41282,4,2,2,5,2,2,2,4,2,2,2,2,2,4,4,4,4,4,2,4,4,2,22,1,70,US
41283,2,2,2,3,3,5,1,3,2,3,3,3,4,5,2,2,3,2,5,4,5,5,50,1,90,GB
41284,4,1,1,1,3,4,4,3,1,3,2,4,4,5,1,2,1,4,4,5,4,4,30,1,100,CA
41285,5,5,4,2,3,4,4,1,4,4,1,3,2,5,3,2,2,1,1,4,3,2,26,1,90,US
41286,5,4,5,5,3,5,4,4,3,1,2,1,4,5,5,5,2,2,5,4,5,3,14,2,100,US
41287,2,1,1,2,2,2,2,2,2,3,2,2,2,2,4,4,2,2,3,4,4,2,22,1,80,US
41288,5,1,4,2,5,5,3,4,3,5,4,4,5,5,4,4,4,3,4,4,5,4,33,1,75,US
41290,4,4,5,2,5,4,5,4,4,5,5,5,5,1,4,5,5,4,3,5,5,2,45,2,99,US
41292,3,4,4,1,2,4,4,4,3,2,1,3,3,4,3,3,2,2,2,4,3,1,49,1,85,US
41293,2,5,4,1,1,4,5,1,1,1,1,1,1,2,4,3,2,1,1,3,3,1,21,2,100,US
41294,2,2,4,1,3,5,3,3,3,1,1,4,4,3,5,4,3,1,2,1,2,3,23,1,90,CA
41295,5,4,4,2,5,4,4,4,4,2,3,3,5,4,4,4,5,4,4,5,5,4,38,1,100,GB
41296,5,5,5,4,4,4,5,2,3,5,1,2,2,5,1,2,2,2,3,5,4,2,0,0,95,GB
41298,4,3,2,2,2,2,2,2,5,1,4,3,2,1,4,4,3,2,0,5,4,3,0,2,90,US
41299,4,4,4,2,4,4,3,4,5,4,4,3,4,4,5,3,4,4,2,4,4,3,16,1,90,US
41300,5,5,5,4,4,5,5,5,5,5,3,2,2,5,5,4,4,2,2,3,4,3,19,2,90,SE
41301,4,3,4,2,4,4,4,4,3,2,3,3,4,5,3,4,3,3,3,4,3,3,23,1,90,US
41302,4,3,3,2,1,4,3,2,4,1,4,5,4,5,5,4,5,4,5,5,4,4,13,3,90,US
41303,2,4,1,3,5,5,5,4,2,1,5,5,5,4,4,0,4,2,5,5,5,3,24,1,95,SE
41304,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,1,100,CA
41305,4,2,4,2,2,4,3,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,41,2,90,US
41306,5,5,5,4,4,5,5,5,4,4,5,3,3,5,5,3,1,5,3,4,2,3,20,2,70,US
41307,4,3,3,2,2,4,2,4,4,2,2,2,2,1,3,3,4,1,1,1,2,1,42,1,95,US
41308,5,1,1,2,5,5,1,1,3,3,5,5,5,5,1,1,2,1,3,3,2,3,20,1,90,US
41309,4,4,5,3,4,5,4,5,4,4,5,2,5,4,4,4,4,3,2,4,2,1,17,2,85,AU
41310,4,4,5,4,4,5,4,4,5,4,5,4,5,5,4,4,5,2,5,5,5,5,18,1,82,US
41313,4,1,1,5,4,5,2,3,4,2,4,4,4,5,5,5,5,4,5,5,5,5,13,1,90,US
41314,5,5,4,5,2,5,4,3,5,5,5,4,5,5,2,2,3,2,3,4,5,2,24,1,61,GB
41315,4,5,4,2,2,4,4,2,4,2,2,1,2,3,4,4,4,1,2,3,4,1,52,2,85,CA
41316,3,3,2,2,3,5,4,2,4,2,3,3,3,3,4,4,4,4,2,3,4,3,14,1,90,AU
41317,4,4,5,1,4,3,5,4,4,4,1,1,2,4,3,3,1,1,2,2,1,1,55,2,90,US
41318,4,3,3,2,4,4,4,5,2,4,1,3,4,4,3,1,1,4,1,4,2,1,35,1,50,US
41319,2,5,1,2,1,5,2,2,5,5,2,2,4,4,4,2,5,2,4,4,4,3,15,1,100,US
41320,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,19,2,92,US
41321,5,5,5,5,3,5,5,5,5,4,3,1,2,3,4,4,5,3,4,4,4,3,17,2,75,US
41322,4,4,4,2,4,4,2,4,4,4,2,2,4,5,2,1,3,1,4,4,4,2,25,1,100,US
41323,3,1,4,5,5,5,1,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,32,1,3,US
41325,4,2,3,3,2,4,2,2,2,2,2,4,3,5,1,1,1,1,3,3,1,1,20,2,80,GB
41326,5,4,4,5,5,3,4,4,5,4,2,3,4,4,4,3,4,3,4,4,3,3,18,1,75,CA
41327,5,2,4,2,5,4,2,4,4,4,4,2,2,5,5,4,4,1,4,4,4,4,42,1,90,US
41328,4,4,4,2,3,3,4,3,3,2,2,2,2,4,3,2,2,1,2,2,2,1,20,1,90,US
41329,5,4,3,2,4,4,5,4,4,4,5,3,4,3,2,2,2,2,4,4,4,4,41,1,95,AU
41330,5,5,5,3,4,5,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,4,18,1,80,US
41331,3,2,1,2,3,5,2,3,3,2,2,1,3,2,4,4,2,2,3,4,2,2,18,1,85,US
41332,4,4,5,2,1,4,2,2,3,1,1,1,2,4,4,3,1,1,3,4,1,2,15,2,95,US
41333,4,4,4,4,3,4,5,3,5,2,2,2,2,2,5,5,4,4,4,4,4,4,15,2,78,US
41334,5,4,5,3,4,4,4,2,4,2,3,5,3,5,5,4,4,4,3,4,2,3,16,1,85,US
41335,3,3,5,4,2,3,5,3,3,2,1,1,1,3,4,3,2,2,3,4,4,1,23,2,65,US
41336,4,2,4,4,5,3,4,4,4,2,1,2,1,5,4,4,5,4,2,4,4,1,24,2,90,US
41337,4,5,4,3,4,5,5,4,5,2,1,2,3,4,5,4,4,4,2,3,2,3,17,1,80,US
41339,5,4,2,1,1,4,1,2,3,1,1,4,1,2,1,4,1,2,2,4,2,3,30,2,90,CA
41340,4,2,5,2,4,5,4,3,2,4,5,3,5,5,4,1,2,1,4,4,2,2,18,2,75,US
41341,3,3,3,3,3,5,2,5,3,3,5,1,5,3,5,3,5,5,5,3,3,5,21,1,100,PH
41342,5,1,5,5,2,4,4,2,4,1,4,4,4,5,4,4,4,1,2,4,4,1,19,2,100,CA
41343,5,5,4,2,3,4,5,4,3,1,1,1,1,3,5,5,3,3,4,4,4,5,32,2,95,US
41344,5,5,5,1,3,5,5,5,5,1,3,2,4,5,4,4,1,3,5,5,5,3,23,2,100,US
41346,3,4,4,1,3,4,4,3,4,2,4,1,4,3,3,3,2,2,1,2,2,2,59,1,70,US
41347,3,4,5,2,4,5,4,3,2,2,3,2,2,4,4,4,4,4,4,4,4,2,19,1,90,AU
41348,5,4,5,4,5,5,5,4,5,4,4,2,4,4,5,4,4,4,4,2,5,2,0,1,70,AU
41349,2,2,4,1,2,4,4,2,2,2,2,2,2,4,4,3,2,2,3,2,3,2,25,2,90,SG
41350,3,3,4,2,2,3,2,2,4,2,1,1,4,1,4,1,3,3,1,1,2,1,21,1,80,PH
41351,4,3,4,1,2,3,3,3,3,2,2,1,4,4,4,4,3,4,4,1,4,4,28,1,80,PH
