,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,HSNScale,US/OTHER
253,5,3,4,4,3,5,4,4,4,3,4,4,4,4,4,2,2,4,2,4,4,2,46,2,85,0.72,0
254,2,4,5,2,5,4,5,5,4,4,4,4,2,5,4,2,4,4,3,4,1,2,23,1,80,0.72,1
255,4,2,4,4,4,4,2,5,4,2,2,2,2,4,4,3,2,2,4,2,3,2,43,2,90,0.66,0
256,4,2,2,3,2,4,2,3,3,3,2,2,2,2,3,3,2,1,1,3,3,1,32,2,100,0.5,0
257,4,4,5,2,3,3,4,3,2,1,2,1,2,2,4,3,3,2,3,4,1,2,29,2,90,0.6,0
258,2,4,3,2,2,3,4,2,4,2,3,2,4,4,3,3,2,2,2,4,2,1,25,2,70,0.52,0
259,4,1,4,5,5,5,2,4,4,5,5,4,4,5,4,2,4,1,2,1,2,3,26,1,70,0.68,1
260,4,4,4,4,2,4,4,2,4,2,2,2,2,5,4,3,2,4,1,2,2,1,32,2,90,0.64,0
261,3,3,2,1,2,4,3,4,3,2,2,3,3,1,1,1,1,3,2,4,2,1,31,1,90,0.5,1
262,4,3,4,3,3,4,3,3,4,2,4,2,4,3,4,3,4,3,4,4,4,3,25,1,75,0.62,0
263,3,4,4,3,3,4,4,3,4,3,2,3,2,3,3,2,3,3,3,4,4,2,43,2,95,0.64,0
264,4,4,2,2,3,4,4,4,4,3,2,4,2,3,5,5,4,2,3,2,4,4,31,1,90,0.62,1
265,4,2,4,3,3,4,4,5,4,2,5,4,4,5,4,4,4,4,5,4,4,5,27,1,90,0.66,1
266,4,1,3,1,3,2,3,2,1,1,2,1,2,4,1,3,3,1,1,4,1,3,21,1,80,0.4,1
267,2,2,4,3,4,4,4,2,3,1,4,1,2,2,4,4,2,4,2,4,2,2,21,1,98,0.56,1
268,5,1,3,1,3,3,1,5,1,1,1,1,2,2,2,2,2,1,2,4,1,2,21,1,80,0.46,1
269,5,5,5,1,5,5,4,4,4,2,4,1,1,3,4,4,1,1,4,5,5,1,27,1,90,0.76,0
270,5,3,5,2,2,5,2,3,2,2,4,2,4,4,5,4,2,2,2,4,2,4,17,1,95,0.58,0
271,5,4,5,2,2,4,3,3,3,2,2,2,2,3,5,3,4,2,3,5,2,3,17,2,80,0.62,0
272,5,4,1,3,3,5,3,4,2,3,1,1,1,4,1,1,1,1,1,1,1,1,35,2,100,0.6,0
273,2,5,5,1,1,3,3,3,3,2,1,2,1,2,3,2,3,2,3,4,2,3,17,2,80,0.52,0
274,2,1,1,2,1,5,4,1,4,1,4,1,3,2,5,5,4,3,3,2,2,1,17,1,100,0.42,0
275,5,2,5,2,4,5,2,4,5,4,3,1,4,4,2,5,1,2,2,2,1,1,43,1,100,0.68,0
276,5,1,1,1,1,5,4,4,1,4,4,4,5,4,1,1,1,1,1,2,1,1,22,1,79,0.46,1
277,5,1,1,1,2,4,2,4,2,4,5,2,5,3,1,1,1,1,1,2,1,1,22,1,82,0.44,1
279,5,4,4,1,4,5,4,4,4,1,2,2,3,4,4,3,2,2,2,4,3,2,37,2,98,0.7,0
280,2,2,2,2,5,3,2,3,2,2,4,4,3,4,3,4,3,3,3,4,4,3,41,1,90,0.46,0
281,3,3,2,1,3,4,4,2,3,2,3,5,4,4,4,3,3,2,2,2,2,2,46,1,80,0.5,0
282,4,4,4,1,3,4,4,2,5,2,2,1,4,3,2,1,2,2,2,3,4,2,31,1,100,0.62,0
283,5,4,4,1,4,4,4,5,4,1,1,1,1,5,4,4,3,3,3,4,2,2,21,2,90,0.7,0
284,3,1,2,4,5,3,2,5,2,5,5,4,5,4,3,2,3,3,4,4,4,3,16,2,99,0.54,0
285,1,2,2,2,4,1,1,4,2,4,4,4,2,5,4,1,2,2,4,4,2,2,18,1,50,0.38,1
286,5,3,4,5,5,5,4,4,4,4,5,5,4,5,4,3,3,3,4,3,4,3,16,1,90,0.78,1
287,4,4,4,2,4,4,4,2,4,2,2,2,2,2,4,4,4,2,3,3,3,2,17,1,90,0.64,1
288,3,2,1,1,4,4,3,4,3,2,3,1,3,3,1,1,1,2,1,1,1,1,31,1,100,0.5,1
289,5,5,5,4,2,4,4,5,4,4,1,1,4,4,2,4,3,3,1,4,5,1,16,1,80,0.76,1
290,5,3,5,4,4,4,5,5,4,5,3,5,2,5,5,4,5,4,5,4,4,4,17,1,60,0.78,1
291,4,4,4,4,2,4,4,3,4,1,5,5,4,4,3,3,3,2,4,5,4,3,22,1,70,0.66,1
292,5,2,3,2,4,3,4,4,4,2,1,2,3,4,5,3,4,3,3,4,3,3,39,1,85,0.62,0
293,5,2,4,3,3,4,2,4,5,3,2,4,4,4,5,3,4,4,3,4,3,3,21,1,75,0.64,1
294,4,4,3,4,4,4,5,4,4,2,4,3,5,4,4,2,3,1,4,4,4,3,20,2,70,0.72,0
295,4,4,4,2,4,4,4,4,4,2,2,1,3,3,4,3,4,2,2,1,4,2,19,2,50,0.68,1
296,4,4,3,2,2,3,4,2,3,1,1,1,2,4,4,4,2,2,2,4,4,1,22,2,98,0.54,0
297,4,4,3,3,4,4,4,2,4,2,2,1,3,4,4,4,2,4,2,2,2,1,20,2,70,0.64,0
298,3,1,4,3,3,5,3,3,5,1,5,4,3,5,3,2,3,2,4,5,5,1,16,2,99,0.6,0
299,5,5,5,4,2,4,5,4,4,2,1,1,1,1,5,5,4,1,1,4,4,2,26,1,95,0.76,0
300,5,5,5,2,5,5,5,5,5,4,4,2,3,5,5,5,2,2,1,2,4,1,22,3,80,0.84,1
301,2,3,4,2,5,3,4,4,5,1,2,2,4,3,4,4,4,3,2,4,4,1,32,2,90,0.64,1
302,2,4,5,2,2,4,3,4,3,2,2,3,2,4,4,1,2,2,3,4,4,2,21,2,75,0.58,1
303,4,4,2,2,5,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,20,2,80,0.66,1
304,2,4,4,2,2,4,4,3,3,3,2,2,2,4,3,3,4,3,3,3,2,2,41,2,90,0.56,0
305,5,5,5,4,2,5,5,5,5,2,1,2,3,5,5,3,4,2,4,4,4,1,51,2,95,0.82,0
307,2,1,3,2,3,4,2,2,2,2,1,1,3,4,1,1,3,1,1,4,1,3,34,2,80,0.42,0
308,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,4,2,44,2,95,0.38,0
309,5,5,5,3,2,5,4,1,5,2,1,1,4,5,4,2,1,4,4,4,4,1,31,2,99,0.7,1
310,3,1,1,2,2,4,2,2,4,2,2,2,4,5,2,2,2,2,4,3,4,2,32,1,90,0.42,1
311,4,1,2,3,4,5,2,5,4,2,3,1,4,5,3,1,3,1,2,4,1,1,26,2,85,0.6,0
312,5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,4,5,4,25,1,60,0.88,0
313,5,2,3,3,4,5,4,3,5,2,4,4,3,3,3,2,3,4,4,4,3,3,22,1,100,0.68,0
314,5,5,4,1,1,4,5,1,4,2,1,1,2,3,4,4,4,4,2,4,4,1,29,2,75,0.6,1
315,4,5,5,1,2,4,5,5,5,2,5,5,2,4,5,5,5,4,5,5,5,4,19,2,99,0.72,1
316,5,2,5,4,3,5,2,5,4,4,2,2,3,2,4,3,4,4,4,4,2,3,21,2,75,0.7,1
317,5,1,5,5,5,5,1,4,4,5,5,2,5,5,3,4,5,2,5,4,5,5,18,1,85,0.7,0
318,4,5,3,5,5,5,5,4,5,1,2,2,2,2,5,5,4,3,3,5,3,4,16,2,80,0.82,1
319,5,4,4,2,4,5,4,4,4,2,4,4,4,4,3,3,3,3,4,4,3,3,26,1,83,0.72,0
320,4,1,5,2,4,4,1,3,4,3,1,1,1,5,5,2,1,1,1,3,2,1,29,1,85,0.56,0
321,3,3,3,2,3,4,3,4,4,4,2,2,3,3,4,4,3,2,2,3,2,2,18,1,85,0.58,0
323,5,4,5,4,3,4,4,5,4,5,3,4,3,5,4,3,5,3,4,5,5,4,24,1,95,0.76,0
324,4,3,4,3,4,4,4,3,5,3,5,4,3,5,4,4,4,4,5,5,4,4,27,1,100,0.68,1
325,3,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,47,2,90,0.42,1
326,4,4,2,2,1,4,4,1,4,1,1,1,1,3,4,4,2,2,2,3,2,1,31,2,75,0.52,0
327,2,4,2,4,2,2,4,2,4,1,1,1,2,4,3,2,2,2,1,4,2,2,54,2,90,0.52,0
328,3,4,4,3,1,4,4,2,4,1,1,2,4,4,4,4,4,4,2,4,2,2,17,1,95,0.58,1
329,2,4,4,2,2,4,4,2,4,1,1,2,2,4,3,3,3,3,2,1,2,1,60,2,95,0.56,1
330,3,2,2,3,4,3,4,3,4,2,1,3,3,4,4,4,4,2,4,5,4,2,41,1,85,0.56,1
331,2,3,2,2,2,2,3,2,4,1,2,1,1,2,4,4,4,2,2,2,3,1,54,2,90,0.44,0
332,3,4,2,4,4,2,4,4,2,2,4,2,4,4,4,3,4,2,4,2,4,4,48,1,90,0.58,0
333,2,4,1,2,2,2,2,2,2,2,1,1,2,2,4,4,2,1,1,2,4,1,67,2,90,0.38,0
334,5,1,1,3,4,5,3,3,1,3,5,5,4,5,1,1,1,3,2,4,3,3,56,1,10,0.52,0
335,3,3,2,3,3,5,3,2,4,2,2,2,2,5,5,2,4,3,3,4,2,3,26,1,99,0.56,0
336,4,3,4,4,2,4,4,3,4,3,2,1,3,4,4,4,3,2,1,2,1,1,23,1,80,0.64,1
337,2,3,4,2,2,2,2,2,3,2,1,2,1,4,4,2,2,3,1,2,3,1,20,1,85,0.44,1
338,4,4,4,2,2,4,4,2,4,1,2,2,4,4,4,4,3,4,2,3,2,2,17,1,100,0.6,1
339,3,2,2,4,3,4,3,4,4,3,4,2,4,5,4,4,4,2,2,3,2,3,28,1,88,0.58,0
340,2,4,4,4,4,5,4,4,4,4,1,2,4,5,4,2,4,4,1,4,4,2,20,1,90,0.7,0
341,5,2,4,3,3,5,4,4,5,4,5,4,5,2,5,4,3,5,5,5,5,4,46,2,100,0.7,0
342,5,5,5,2,5,5,5,5,5,1,1,2,1,4,5,5,4,5,5,5,4,5,18,2,90,0.84,1
343,2,1,2,2,1,4,4,1,3,1,2,1,5,5,2,1,2,3,4,3,2,3,15,2,100,0.4,0
344,2,4,4,1,1,5,4,3,4,2,2,1,3,5,4,4,2,2,2,3,3,2,27,1,95,0.56,1
345,2,4,1,2,4,4,2,1,4,3,2,2,1,4,4,3,2,2,2,4,2,1,22,2,80,0.48,1
346,1,4,2,2,1,4,4,2,2,1,1,1,1,3,5,4,2,2,5,4,5,2,50,2,90,0.44,0
347,5,4,2,4,1,4,4,4,4,1,1,2,3,3,4,4,4,2,1,3,2,2,19,3,80,0.64,0
348,5,3,5,3,3,5,4,4,5,1,4,2,5,5,5,5,5,4,4,5,5,2,28,1,100,0.74,0
350,2,2,4,5,4,4,4,4,4,5,5,5,4,3,4,4,5,2,4,5,4,4,27,1,80,0.66,1
351,2,4,2,2,2,2,4,2,4,2,1,2,2,3,4,4,3,3,3,2,2,2,16,1,80,0.48,0
353,5,4,5,3,5,5,4,4,4,4,3,4,5,4,4,4,5,4,4,4,2,4,17,1,100,0.78,1
355,3,5,5,4,3,4,2,4,4,3,3,3,5,3,4,4,5,4,4,4,2,2,23,2,9,0.68,1
356,4,1,4,2,4,4,3,3,2,2,2,3,2,3,4,3,2,3,5,2,5,4,32,1,85,0.54,1
357,3,3,4,2,4,4,3,4,4,1,1,2,2,3,4,4,2,1,2,3,2,2,23,1,98,0.62,0
358,3,2,3,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,24,1,85,0.44,0
359,4,4,5,2,4,4,4,4,4,2,2,2,2,4,4,2,1,1,2,2,4,2,33,1,80,0.7,1
360,4,4,4,3,4,4,4,4,4,4,3,3,4,5,4,2,2,4,4,4,4,3,42,1,90,0.7,0
361,4,4,4,2,2,2,3,3,2,1,2,2,2,3,4,2,2,2,2,4,3,2,25,2,95,0.52,1
362,5,4,2,1,1,3,5,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,45,2,100,0.46,1
363,5,5,5,5,5,5,5,5,5,5,3,4,5,5,2,4,2,4,4,5,4,4,43,2,100,0.9,1
364,5,2,4,5,5,5,3,4,4,3,1,1,3,5,4,3,4,4,1,5,5,2,32,1,8,0.74,0
365,5,3,5,3,2,5,4,2,5,2,2,2,5,3,5,5,5,4,5,5,5,2,21,2,97,0.68,1
366,4,3,4,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,25,2,75,0.52,0
367,2,2,5,1,2,4,2,2,4,2,4,2,5,4,4,2,5,2,4,4,2,2,20,1,85,0.48,0
368,5,1,5,2,5,5,1,5,3,3,5,5,5,5,4,1,5,2,5,5,1,5,18,1,90,0.64,0
369,4,4,3,2,4,4,4,2,2,3,2,2,2,5,4,3,3,2,2,4,5,2,23,1,95,0.58,0
370,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,1,100,0.74,1
371,1,1,2,4,3,4,2,4,3,3,2,2,4,4,2,3,2,3,1,4,3,2,30,1,98,0.48,0
372,5,3,5,4,4,3,4,4,4,2,2,3,3,4,4,3,4,3,4,4,1,5,23,2,85,0.72,1
373,4,4,4,3,4,4,4,3,4,3,2,3,3,4,4,4,4,4,2,4,4,2,23,1,80,0.68,1
374,2,3,4,2,3,5,3,1,4,2,1,3,2,5,4,4,3,3,3,4,4,2,24,1,60,0.54,1
375,4,1,3,4,1,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,23,2,80,0.42,1
376,2,2,4,2,4,4,4,2,1,2,2,4,2,5,5,4,5,1,2,5,2,4,25,1,90,0.5,1
377,4,5,4,4,5,5,4,5,4,2,4,5,4,5,3,4,4,5,5,5,4,5,18,1,90,0.8,1
378,5,5,4,5,2,5,4,5,5,4,1,2,1,5,5,4,5,1,4,5,4,1,22,1,80,0.8,1
379,4,3,2,2,2,4,3,4,3,1,1,1,1,3,4,3,3,3,1,2,2,2,29,2,70,0.54,0
380,3,2,4,3,4,4,3,3,3,4,4,4,5,5,2,2,2,3,4,4,3,4,23,1,88,0.58,0
381,2,3,4,1,2,2,3,4,4,1,1,3,1,3,2,4,1,2,2,2,2,2,31,1,99,0.5,0
382,5,4,4,4,3,4,4,4,4,4,1,1,3,3,4,4,4,3,2,2,2,2,20,2,70,0.72,1
383,4,1,4,4,2,5,4,3,4,2,4,2,4,4,5,3,5,2,4,5,4,4,23,1,85,0.62,0
384,1,4,2,2,1,3,5,1,1,1,1,1,1,2,5,2,1,1,2,2,1,1,56,2,100,0.4,0
385,5,5,5,5,3,4,5,5,5,1,1,1,1,5,4,2,5,5,5,3,4,2,24,2,50,0.84,1
387,3,4,2,2,4,4,3,4,1,4,1,1,3,5,4,1,2,2,2,1,2,1,46,2,100,0.54,1
388,5,4,5,4,5,4,4,5,5,4,4,4,3,5,4,1,2,2,2,4,4,3,31,2,80,0.82,1
389,5,5,5,4,2,5,5,5,5,1,2,1,4,5,5,5,3,1,4,1,4,1,31,2,99,0.82,0
390,4,4,3,1,1,4,5,2,4,1,1,1,1,5,3,3,1,1,1,1,1,1,37,2,75,0.56,0
392,5,3,4,3,3,4,4,5,5,2,4,4,3,3,5,5,4,5,5,4,4,3,25,2,50,0.72,0
393,5,2,2,1,2,5,4,5,4,2,4,5,5,5,5,5,5,5,5,1,5,5,31,1,95,0.6,0
394,5,5,5,5,4,5,5,3,5,1,2,2,3,4,5,5,4,4,5,5,5,4,22,1,100,0.84,0
395,4,4,4,3,4,3,3,4,3,4,2,3,3,3,4,1,3,1,1,3,2,1,30,2,80,0.64,0
396,5,1,3,4,5,5,2,4,5,4,5,3,3,5,5,2,4,2,4,4,3,4,38,1,98,0.68,1
397,5,1,4,4,4,4,3,4,4,5,5,4,5,3,5,5,5,2,5,5,4,4,19,1,100,0.66,1
398,5,3,5,2,4,5,5,5,3,3,4,2,4,3,5,3,3,5,5,5,5,4,20,1,100,0.74,0
399,5,5,4,5,5,5,5,5,5,3,3,5,4,5,5,5,4,3,2,2,5,1,24,1,70,0.88,0
400,5,5,5,1,1,5,5,1,1,1,1,1,1,5,1,1,1,1,4,4,4,1,33,2,100,0.58,0
401,2,3,2,2,3,2,3,2,4,2,1,2,4,5,3,2,3,3,4,1,4,2,31,2,85,0.46,0
403,5,2,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,22,1,85,0.8,1
404,3,5,3,2,2,4,4,3,3,2,2,2,2,2,4,4,4,3,3,3,4,2,22,2,90,0.58,1
405,4,5,5,3,4,4,4,4,4,3,1,2,3,4,2,1,2,2,2,3,3,2,30,1,80,0.74,1
406,5,3,4,1,3,5,4,4,4,1,3,5,4,4,5,4,4,2,3,4,4,3,18,2,85,0.66,0
407,4,4,4,1,4,2,3,1,4,2,1,1,3,4,2,2,1,1,1,2,2,1,25,2,80,0.54,1
408,4,4,4,4,3,4,1,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,35,1,90,0.64,0
409,4,2,4,3,2,3,3,1,2,3,4,2,4,5,4,4,2,2,4,3,2,2,15,2,90,0.48,0
410,4,3,3,3,5,3,4,4,5,3,4,4,5,5,4,4,4,3,4,4,3,4,16,2,80,0.68,1
411,3,3,2,3,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,16,2,50,0.5,1
412,5,2,3,3,4,5,4,4,3,3,3,4,5,4,2,2,2,3,3,5,5,4,27,1,85,0.66,0
413,5,1,2,2,2,4,4,2,4,2,4,2,4,3,4,3,4,2,1,4,2,1,16,1,95,0.52,0
414,4,4,4,2,2,4,4,1,3,2,2,4,2,4,5,5,4,2,1,4,3,2,17,2,80,0.56,0
415,4,4,4,5,4,4,4,4,4,2,4,4,4,5,4,4,4,2,3,4,2,3,20,1,85,0.74,1
416,4,1,4,3,4,2,1,2,1,2,1,2,2,4,2,1,1,1,1,1,1,1,19,2,100,0.44,1
417,5,5,3,2,5,5,5,5,4,2,2,3,2,5,4,4,4,2,3,4,2,3,19,1,50,0.78,1
418,4,4,4,3,2,4,4,2,5,1,1,2,1,2,5,5,4,3,2,2,3,2,18,2,85,0.64,1
419,5,1,4,5,3,5,2,4,5,1,4,2,4,4,4,1,2,2,2,4,2,2,34,1,90,0.68,0
420,3,2,2,3,4,5,2,4,2,4,3,3,4,4,3,3,3,2,2,2,2,2,22,2,75,0.54,1
421,2,1,5,1,3,2,4,1,5,1,3,1,2,5,1,1,2,4,1,3,3,1,20,2,90,0.48,1
422,5,4,3,5,1,5,4,5,5,2,4,2,1,1,5,5,5,5,5,5,5,4,19,2,100,0.74,0
423,4,4,1,3,2,5,5,4,1,1,2,4,5,5,4,4,4,5,5,5,4,4,50,1,95,0.58,1
424,3,2,5,2,2,4,4,4,1,4,1,2,4,4,4,1,4,3,1,3,1,2,15,1,80,0.54,1
425,3,4,3,2,2,2,2,1,2,1,1,1,1,1,3,3,2,1,1,3,2,1,30,2,80,0.42,0
426,4,3,3,2,2,5,2,3,4,1,4,1,3,4,5,4,3,1,2,5,1,3,20,1,89,0.56,0
427,3,5,3,3,3,3,2,2,4,3,4,2,2,3,4,5,4,4,2,3,3,3,27,1,80,0.56,1
429,2,4,5,4,1,4,4,2,2,1,2,2,1,3,3,3,3,1,2,4,2,1,35,2,95,0.56,0
430,5,4,4,2,5,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,29,1,95,0.72,1
432,4,1,5,4,4,4,2,5,4,1,3,1,5,3,4,4,4,2,2,4,1,3,18,2,85,0.66,0
433,2,4,4,2,2,4,2,1,3,2,3,2,2,3,2,2,3,1,3,2,2,1,21,2,85,0.48,0
434,5,5,4,4,1,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,50,2,87,0.66,1
435,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,18,1,90,0.84,0
436,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,18,1,90,0.82,0
437,5,4,5,2,2,5,4,1,4,2,1,1,4,1,4,4,5,4,4,3,4,1,22,1,95,0.64,1
438,4,2,2,1,1,5,4,2,3,2,1,2,1,1,4,3,2,1,1,4,4,1,21,1,80,0.48,1
439,2,4,3,3,2,4,4,2,3,3,2,2,2,2,4,4,3,2,3,4,4,2,36,1,70,0.54,1
440,5,5,5,4,3,4,4,5,4,3,1,1,2,4,4,5,4,4,1,2,3,1,58,1,75,0.78,1
441,5,5,5,3,4,5,5,3,5,2,4,2,3,4,5,5,3,3,5,4,4,4,32,2,80,0.8,1
442,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,1,25,0.54,1
443,2,2,4,2,2,4,2,2,4,1,2,1,2,4,4,4,4,4,2,4,2,2,15,1,100,0.48,0
444,5,5,5,5,2,5,5,3,5,2,4,3,2,1,5,5,5,2,5,5,5,4,19,2,95,0.8,1
445,3,4,3,2,2,4,4,4,5,4,2,1,2,3,5,5,2,4,2,3,2,4,21,2,90,0.62,1
446,4,4,5,2,2,5,4,4,5,1,1,1,4,5,5,4,4,2,3,4,2,3,20,1,80,0.7,1
447,5,5,4,1,3,4,5,5,4,4,5,5,2,4,5,5,4,4,5,5,4,4,23,1,90,0.72,1
448,5,1,3,3,4,5,2,4,4,4,4,2,4,1,3,1,3,3,4,4,4,4,19,1,50,0.62,0
449,4,2,2,2,4,4,4,4,3,4,2,3,4,4,4,4,4,2,3,4,4,3,23,1,85,0.58,0
450,4,1,2,1,2,4,2,2,2,1,4,4,4,5,2,2,3,2,4,4,4,4,19,1,75,0.4,0
451,3,3,3,3,4,3,3,2,4,1,3,2,3,3,3,3,4,2,2,4,2,4,20,1,95,0.56,1
452,5,2,3,3,4,5,2,5,4,2,3,4,4,3,4,2,5,2,5,5,5,4,25,1,100,0.66,0
453,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,30,1,100,0.9,1
454,4,3,3,2,3,4,4,2,4,2,1,1,2,3,4,3,3,2,3,3,3,2,18,2,90,0.58,1
455,2,1,2,2,4,5,1,3,2,2,4,4,4,5,4,2,4,3,3,2,2,2,18,1,1,0.44,1
456,3,1,2,3,4,4,3,3,2,3,3,2,4,4,4,3,4,2,4,2,2,3,19,1,90,0.5,0
457,4,2,2,5,5,4,1,4,5,3,5,5,4,5,5,4,5,3,4,4,4,4,17,1,90,0.64,0
458,4,4,3,5,1,4,3,3,2,1,1,1,1,5,4,3,3,3,4,4,3,3,32,3,50,0.58,1
459,3,1,2,3,4,5,2,4,3,3,5,5,5,5,5,4,4,3,4,5,4,4,35,1,95,0.54,0
460,2,2,2,2,2,4,2,2,4,3,2,2,3,4,3,2,2,3,2,3,2,3,54,1,100,0.44,1
461,3,5,5,3,2,5,4,1,4,2,2,1,2,3,3,2,3,1,3,4,2,2,19,1,94,0.64,0
462,3,4,3,1,2,3,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,27,2,95,0.48,1
463,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,5,1,5,5,1,5,54,2,100,0.9,0
464,4,1,2,1,4,5,1,4,2,4,4,4,5,4,3,2,3,4,4,5,4,4,20,2,100,0.48,0
465,3,3,4,2,3,5,4,1,3,2,4,2,4,4,2,1,3,2,2,2,1,2,16,2,90,0.56,1
466,5,2,2,1,1,1,4,4,2,1,3,2,2,1,4,4,1,1,4,4,3,1,41,1,85,0.44,1
467,3,4,4,2,3,4,4,2,2,2,1,1,2,4,4,3,2,1,3,4,3,2,45,2,95,0.56,0
468,5,2,1,4,3,4,2,4,4,3,4,5,5,4,3,4,3,1,5,5,5,5,17,2,89,0.58,0
469,2,4,4,3,2,2,3,2,4,2,2,2,2,5,4,4,3,3,3,2,4,2,31,2,80,0.52,1
470,3,1,3,2,4,4,2,2,2,1,2,4,4,4,2,1,1,2,4,4,3,4,18,2,87,0.46,0
471,2,2,4,3,2,3,4,3,4,3,2,2,4,3,2,2,4,2,1,1,1,1,19,2,90,0.54,0
472,3,4,4,2,1,4,5,1,4,4,4,4,2,4,1,1,1,2,4,4,4,4,17,1,96,0.56,0
473,4,4,1,1,2,4,4,1,4,2,1,1,3,1,4,4,4,2,2,2,4,1,32,2,50,0.5,0
475,1,2,4,4,3,3,2,2,4,1,3,5,3,3,5,5,5,2,1,4,5,2,16,1,85,0.5,0
476,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,3,5,4,4,21,1,8,0.9,1
477,2,5,4,4,5,2,5,4,3,4,3,3,4,4,3,3,3,3,2,3,3,2,17,1,65,0.68,1
478,5,3,4,4,2,4,4,4,4,4,2,4,4,4,4,2,2,4,4,5,4,4,33,1,90,0.68,0
479,3,5,2,3,1,2,2,3,4,3,1,2,2,4,3,3,3,3,3,3,3,3,27,2,85,0.5,0
480,4,4,5,2,2,4,4,4,4,2,2,2,2,4,4,4,2,4,2,4,4,1,18,2,75,0.66,0
482,5,1,4,4,5,5,1,5,4,5,4,4,5,3,5,4,5,5,4,5,5,3,24,1,90,0.68,0
484,4,3,4,4,4,4,4,4,4,4,2,4,3,5,4,4,5,4,4,4,4,4,56,1,80,0.7,0
486,2,4,2,3,2,4,4,3,4,2,5,2,4,2,5,5,5,4,5,5,3,5,21,1,100,0.56,0
487,2,5,4,3,1,4,5,2,1,3,1,2,3,5,1,1,1,1,1,4,1,1,23,1,100,0.54,0
488,5,5,2,4,5,4,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,36,2,95,0.78,1
489,4,4,4,3,4,4,5,3,3,4,3,4,3,3,4,4,2,3,3,4,3,2,17,1,70,0.68,1
490,4,4,5,5,4,4,5,3,3,3,3,3,3,3,5,5,2,3,5,4,3,2,19,1,100,0.74,1
491,4,4,2,4,1,4,4,1,4,1,1,1,2,4,3,4,2,2,2,4,4,2,43,1,75,0.56,1
492,2,5,1,1,2,3,5,3,4,1,1,1,1,2,5,5,5,3,3,3,4,2,45,2,80,0.52,1
493,2,5,5,1,1,4,5,1,4,1,1,5,1,4,5,3,1,1,5,5,5,2,18,1,95,0.56,0
494,2,1,2,1,2,4,2,2,1,3,4,3,4,3,4,4,4,4,4,5,1,4,16,2,60,0.34,1
495,5,2,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,23,1,90,0.72,1
496,3,3,4,1,2,4,4,3,4,1,2,2,3,1,1,3,2,1,1,4,2,1,14,2,70,0.56,1
497,4,4,2,3,3,4,4,4,1,5,4,1,3,2,1,4,4,1,1,2,1,1,26,2,80,0.58,1
498,4,3,4,2,4,5,2,4,3,2,2,1,3,1,3,3,2,2,2,2,2,2,20,1,87,0.62,0
499,2,2,4,2,2,4,2,2,3,2,4,4,3,4,4,3,2,4,4,4,3,3,15,2,99,0.46,0
500,5,1,1,1,4,5,1,2,5,1,4,5,5,5,1,1,1,1,1,1,1,2,17,3,85,0.5,1
501,3,3,4,4,2,5,4,2,2,1,4,1,4,5,5,4,4,4,1,2,4,1,28,1,90,0.58,1
502,5,4,4,2,4,5,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,29,1,100,0.72,0
503,5,1,4,2,5,5,5,5,1,2,4,5,5,5,1,1,2,1,5,5,5,5,36,1,90,0.66,0
504,2,2,5,2,4,4,3,2,4,2,3,4,2,5,4,3,3,2,4,4,3,4,20,1,90,0.56,1
505,5,4,4,2,2,4,5,2,4,3,2,3,4,4,3,3,4,4,4,5,4,3,36,2,95,0.64,0
